timestamp,dex,cex
1631157954000,4.4134,4.3360
1631158014000,4.4142,4.3450
1631158074000,4.4146,4.3420
1631158134000,4.4150,4.3320
1631158164000,4.4154,4.3280
1631158284000,4.4158,4.3220
1631158344000,4.4162,4.3130
1631158374000,4.4166,4.3350
1631158434000,4.4170,4.3460
1631158494000,4.4174,4.3380
1631158554000,4.4178,4.3430
1631158584000,4.4182,4.3340
1631158644000,4.4187,4.3290
1631158704000,4.4191,4.3360
1631158804000,4.4195,4.3340
1631158894000,4.4199,4.3460
1631158984000,4.4203,4.3600
1631159074000,4.4207,4.3550
1631159134000,4.4211,4.3610
1631159284000,4.4215,4.3480
1631159704000,4.4219,4.3430
1631159854000,4.4223,4.3480
1631159914000,4.4227,4.3640
1631160124000,4.4226,4.3580
1631160244000,4.4231,4.3470
1631160304000,4.4235,4.3560
1631160334000,4.4239,4.3520
1631160364000,4.4017,4.3580
1631160394000,4.4021,4.3590
1631160454000,4.4025,4.3660
1631160514000,4.4029,4.3550
1631160634000,4.4033,4.3660
1631160724000,4.4037,4.3640
1631160884000,4.4041,4.3700
1631161004000,4.4046,4.3740
1631161064000,4.4050,4.3730
1631161214000,4.4054,4.3760
1631161274000,4.4043,4.3780
1631161604000,4.3914,4.3850
1631161634000,4.3914,4.3940
1631161664000,4.3850,4.3910
1631161754000,4.3857,4.3910
1631161964000,4.3861,4.3920
1631162054000,4.3866,4.3870
1631162084000,4.3870,4.3850
1631162114000,4.3874,4.3860
1631162174000,4.5003,4.3850
1631162204000,4.4804,4.3850
1631162234000,4.4804,4.3860
1631162264000,4.4718,4.3870
1631162294000,4.4718,4.3920
1631162474000,4.4716,4.3880
1631162574000,4.4720,4.4040
1631162694000,4.4719,4.4010
1631162724000,4.4708,4.4150
1631163264000,4.4712,4.4200
1631163324000,4.4716,4.4530
1631163414000,4.4720,4.4470
1631163594000,4.4724,4.4560
1631164164000,4.4728,4.4470
1631164224000,4.4732,4.4690
1631164284000,4.4737,4.4840
1631164414000,4.4741,4.4830
1631164504000,4.4863,4.4950
1631164564000,4.4868,4.4960
1631164594000,4.4866,4.4990
1631164744000,4.4870,4.4980
1631164774000,4.4826,4.5050
1631164804000,4.4826,4.5110
1631164864000,4.4830,4.5180
1631164954000,4.4830,4.5070
1631165254000,4.4834,4.5120
1631165344000,4.4838,4.5120
1631165404000,4.4842,4.5360
1631165584000,4.4846,4.5330
1631165794000,4.5277,4.5420
1631165824000,4.5630,4.5950
1631165854000,4.5634,4.5780
1631165884000,4.5638,4.5770
1631165914000,4.5603,4.5740
1631165944000,4.5585,4.5780
1631166124000,4.5626,4.5820
1631166214000,4.5667,4.6150
1631166394000,4.5708,4.6190
1631166454000,4.5713,4.6340
1631166604000,4.5906,4.6350
1631166664000,4.5903,4.6350
1631166764000,4.2646,4.6420
1631166794000,4.2699,4.6400
1631166824000,4.6136,4.6370
1631166854000,4.6052,4.6300
1631166884000,4.6059,4.6210
1631167004000,4.5980,4.6180
1631167034000,4.5986,4.6520
1631167064000,4.5989,4.6580
1631167094000,4.5993,4.6450
1631167214000,4.5998,4.6420
1631167484000,4.6192,4.6650
1631167514000,4.6162,4.6760
1631167544000,4.6165,4.6710
1631167574000,4.6163,4.6710
1631167604000,4.6189,4.6730
1631167664000,4.6179,4.6750
1631168014000,4.6187,4.6600
1631168074000,4.6187,4.6440
1631168104000,4.6191,4.6560
1631168164000,4.6195,4.6530
1631168224000,4.6199,4.6410
1631168374000,4.6204,4.6250
1631168524000,4.6127,4.6090
1631168974000,4.6131,4.5990
1631169034000,4.6135,4.5720
1631169094000,4.6139,4.5850
1631169184000,4.6144,4.6030
1631169274000,4.6148,4.6130
1631169394000,4.6152,4.6070
1631169514000,4.6156,4.6080
1631169574000,4.6160,4.5960
1631169634000,4.6164,4.5900
1631169724000,4.6168,4.5990
1631169814000,4.6173,4.6180
1631169874000,4.6177,4.6080
1631169934000,4.6181,4.6110
1631170264000,4.6185,4.6010
1631170324000,4.6189,4.6030
1631170354000,4.6193,4.5990
1631170414000,4.6198,4.5980
1631170744000,4.6202,4.6040
1631170774000,4.6206,4.6400
1631170804000,4.6210,4.6270
1631170864000,4.6214,4.6060
1631170984000,4.6218,4.6050
1631171164000,4.6222,4.5910
1631171224000,4.6227,4.5950
1631171254000,4.6214,4.6080
1631171284000,4.6218,4.6090
1631171314000,4.6222,4.6020
1631171404000,4.6140,4.6110
1631171494000,4.6256,4.6280
1631171674000,4.6260,4.6160
1631171734000,4.6264,4.5990
1631171894000,4.6269,4.6160
1631172044000,4.6268,4.6230
1631172164000,4.6272,4.6310
1631172254000,4.6277,4.6390
1631172434000,4.6281,4.6390
1631172524000,4.6254,4.6320
1631172554000,4.6254,4.6440
1631172644000,4.6258,4.6440
1631172704000,4.6263,4.6450
1631172794000,4.6267,4.6490
1631172944000,4.6271,4.6530
1631173004000,4.6275,4.6460
1631173064000,4.6279,4.6490
1631173154000,4.6283,4.6510
1631173214000,4.6301,4.6640
1631173274000,4.6290,4.6540
1631173424000,4.6209,4.6410
1631173454000,4.6213,4.6400
1631173514000,4.6213,4.6440
1631173544000,4.6217,4.6420
1631173574000,4.6217,4.6420
1631173664000,4.6221,4.6320
1631173724000,4.6225,4.6230
1631174054000,4.6230,4.6210
1631174204000,4.6379,4.6490
1631174294000,4.6364,4.6670
1631174324000,4.6364,4.6820
1631174384000,4.6305,4.6910
1631174414000,4.6305,4.7040
1631174444000,4.6246,4.6950
1631174474000,4.6489,4.7020
1631174504000,4.6545,4.6820
1631174534000,4.6546,4.6870
1631174564000,4.6503,4.6980
1631174594000,4.6511,4.6910
1631174624000,4.6515,4.6870
1631174894000,4.6520,4.6780
1631174924000,4.6524,4.7000
1631175014000,4.6528,4.7010
1631175074000,4.6532,4.7070
1631175134000,4.6536,4.7110
1631175194000,4.6813,4.7080
1631175224000,4.6761,4.7150
1631175254000,4.6766,4.7080
1631175284000,4.6766,4.7200
1631175374000,4.6769,4.7110
1631175674000,4.6773,4.7100
1631175734000,4.6777,4.6890
1631175854000,4.6779,4.7190
1631176244000,4.6781,4.7180
1631176604000,4.6789,4.7030
1631176754000,4.6789,4.7240
1631176784000,4.6748,4.7200
1631176844000,4.6748,4.7170
1631177724000,4.6736,4.7130
1631177844000,4.6737,4.6780
1631177874000,4.6737,4.6740
1631178184000,4.8444,4.6630
1631178214000,4.8144,4.6820
1631178244000,4.8096,4.6910
1631178274000,4.8032,4.7010
1631178304000,4.7911,4.6940
1631178334000,4.7803,4.6960
1631178364000,4.7796,4.6890
1631178784000,4.7796,4.6800
1631179564000,4.7560,4.7030
1631179984000,4.7525,4.6910
1631180224000,4.7559,4.6780
1631180404000,4.7642,4.6790
1631180804000,4.8022,4.6810
1631181014000,4.8019,4.6520
1631181194000,4.7818,4.6880
1631181404000,4.7902,4.6580
1631181494000,4.8264,4.6750
1631181524000,4.8061,4.6680
1631181584000,4.8061,4.6590
1631181614000,4.8061,4.6510
1631181674000,4.7926,4.6490
1631181704000,4.7926,4.6580
1631181734000,4.7992,4.6520
1631181794000,4.7858,4.6550
1631181824000,4.7658,4.6290
1631181854000,4.7725,4.6280
1631181914000,4.7792,4.6240
1631181944000,4.7394,4.6210
1631181974000,4.7460,4.6060
1631182064000,4.7460,4.6150
1631182094000,4.7460,4.6140
1631182154000,4.7459,4.6180
1631182214000,4.7459,4.6170
1631182244000,4.7459,4.6320
1631182274000,4.7459,4.6300
1631182304000,4.7516,4.6320
1631182364000,4.7516,4.6360
1631182394000,4.7599,4.6330
1631182424000,4.7599,4.6360
1631182844000,4.7598,4.6380
1631183094000,4.7598,4.6010
1631183614000,4.7520,4.6130
1631184274000,4.7322,4.5930
1631184334000,4.7317,4.5830
1631184364000,4.7120,4.5690
1631184394000,4.7135,4.5700
1631185844000,4.7135,4.5830
1631185934000,4.7135,4.6250
1631185964000,4.7139,4.6390
1631186054000,4.7145,4.6450
1631187134000,4.7142,4.6460
1631187744000,4.7143,4.6850
1631188174000,4.7141,4.6940
1631188514000,4.7003,4.7010
1631188544000,4.7023,4.6790
1631188704000,4.7023,4.6860
1631188844000,4.7023,4.6970
1631189054000,4.7023,4.7190
1631189274000,4.7043,4.7280
1631189304000,4.7043,4.8000
1631189584000,4.7555,4.8140
1631189854000,4.7555,4.8520
1631190014000,4.7555,4.8170
1631190074000,4.7582,4.7450
1631190524000,4.7607,4.7580
1631190884000,4.7658,4.7130
1631191154000,4.7459,4.6160
1631191394000,4.7503,4.5540
1631191454000,4.7506,4.6200
1631191544000,4.7504,4.6200
1631192204000,4.7707,4.6320
1631192444000,4.8051,4.8540
1631192474000,4.8256,4.8700
1631192504000,4.8254,4.8520
1631192624000,4.8187,4.8580
1631192744000,4.7952,4.8430
1631192804000,4.8159,4.8470
1631192984000,4.8155,4.8670
1631193284000,4.8163,4.8560
1631193464000,4.8163,4.8080
1631193554000,4.8163,4.8400
1631193674000,4.8155,4.8380
1631193884000,4.8145,4.8330
1631193914000,4.8145,4.8300
1631193944000,4.8145,4.8290
1631194034000,4.8145,4.8370
1631194604000,4.8146,4.8340
1631194634000,4.8144,4.8530
1631194994000,4.8152,4.8430
1631195054000,4.8152,4.8460
1631195234000,4.8011,4.8410
1631195324000,4.8015,4.8110
1631195504000,4.8099,4.7930
1631196014000,4.8061,4.8200
1631196104000,4.8000,4.8290
1631197184000,4.8000,4.8510
1631197304000,4.7900,4.8360
1631197364000,4.7936,4.8210
1631198244000,4.7935,4.8110
1631198274000,4.7935,4.8170
1631198304000,4.7935,4.8240
1631198454000,4.7935,4.8260
1631198574000,4.7735,4.8300
1631198724000,4.7743,4.8310
1631199024000,4.7745,4.8350
1631200094000,4.7520,4.8120
1631200124000,4.7568,4.7830
1631200214000,4.7506,4.7780
1631200244000,4.7520,4.7990
1631200514000,4.7722,4.8050
1631200574000,4.7721,4.8280
1631200814000,4.7953,4.8150
1631201694000,4.8159,4.8300
1631201724000,4.8728,4.9010
1631201754000,4.8655,4.9130
1631201784000,4.8719,4.9590
1631201814000,4.9054,4.9700
1631201844000,4.8984,4.9820
1631201874000,4.9465,4.9880
1631201964000,4.9533,4.9900
1631201994000,5.0194,5.0860
1631202024000,5.0782,5.1050
1631202054000,5.0709,5.1140
1631202084000,5.0578,5.1300
1631202114000,5.0871,5.1510
1631202144000,5.0882,5.2020
1631202174000,5.0910,5.2330
1631202204000,5.0920,5.2010
1631202234000,5.0974,5.2280
1631202264000,5.0956,5.2150
1631202414000,5.1200,5.1810
1631202444000,5.1703,5.2210
1631202834000,5.1695,5.2030
1631202924000,5.1694,5.1860
1631202954000,5.1694,5.1860
1631203014000,5.1692,5.1840
1631203044000,5.1690,5.1890
1631203164000,5.2716,5.1950
1631203194000,5.2638,5.3050
1631203224000,5.2556,5.3220
1631203284000,5.2549,5.3060
1631203644000,5.2720,5.2760
1631203704000,5.2719,5.2770
1631203764000,5.2708,5.2590
1631204046000,5.2695,5.2590
1631204196000,5.2603,5.2440
1631204376000,5.2876,5.3340
1631205086000,5.3113,5.3580
1631205146000,5.3111,5.3520
1631205176000,5.3068,5.3480
1631205326000,5.3068,5.3330
1631205416000,5.3066,5.2820
1631205446000,5.3066,5.2760
1631206056000,5.3305,5.2690
1631206116000,5.3182,5.3940
1631206766000,5.3182,5.3760
1631207218000,5.3422,5.3400
1631207308000,5.3419,5.3870
1631207338000,5.3419,5.3970
1631207398000,5.3417,5.3930
1631207548000,5.3540,5.3880
1631207608000,5.3581,5.4060
1631207638000,5.3712,5.4120
1631207698000,5.3413,5.4120
1631207728000,5.3709,5.3980
1631207948000,5.3725,5.4030
1631208068000,5.3712,5.4140
1631208098000,5.3995,5.4400
1631208128000,5.3992,5.4430
1631208218000,5.4258,5.4450
1631208248000,5.4255,5.4550
1631208338000,5.4505,5.4590
1631208368000,5.4990,5.5720
1631208398000,5.4927,5.5630
1631208428000,5.5214,5.5730
1631208458000,5.5134,5.6150
1631208488000,5.5388,5.5800
1631208518000,5.5357,5.5700
1631208548000,5.5360,5.5590
1631208578000,5.5360,5.5460
1631208608000,5.5356,5.5660
1631208698000,5.5343,5.5740
1631208938000,5.5347,5.5610
1631209028000,5.5329,5.5420
1631209178000,5.5320,5.5350
1631209268000,5.5320,5.5090
1631209508000,5.5318,5.4470
1631209568000,5.5318,5.4400
1631209658000,5.5304,5.4540
1631209838000,5.5174,5.4950
1631209868000,5.5174,5.4790
1631209928000,5.5174,5.4670
1631209988000,5.5174,5.4740
1631210018000,5.5174,5.4360
1631210048000,5.5174,5.4310
1631210078000,5.5174,5.4270
1631210138000,5.5174,5.4140
1631210198000,5.5127,5.4100
1631210328000,5.4880,5.4040
1631210358000,5.4871,5.3680
1631210388000,5.4871,5.3750
1631210418000,5.4814,5.3680
1631210478000,5.4825,5.3570
1631210508000,5.4825,5.4590
1631210538000,5.4828,5.4640
1631210688000,5.4856,5.4230
1631210748000,5.4859,5.4200
1631210778000,5.4852,5.4370
1631210808000,5.4832,5.4350
1631210838000,5.4833,5.4380
1631210868000,5.4833,5.4190
1631210928000,5.4833,5.4050
1631210958000,5.4889,5.4110
1631210988000,5.4889,5.4140
1631211048000,5.4875,5.4140
1631211078000,5.4871,5.3860
1631211108000,5.4907,5.3870
1631211138000,5.4907,5.3980
1631211198000,5.4902,5.3810
1631211258000,5.4902,5.3630
1631211418000,5.4769,5.3400
1631211448000,5.4770,5.3550
1631211508000,5.4728,5.3620
1631211568000,5.4663,5.3760
1631211628000,5.4666,5.3630
1631211688000,5.4647,5.3330
1631211898000,5.4731,5.3660
1631212018000,5.4731,5.3190
1631212108000,5.4677,5.3470
1631212318000,5.4479,5.4090
1631212348000,5.4107,5.4250
1631212378000,5.4143,5.4240
1631212408000,5.4143,5.4690
1631212438000,5.5463,5.4700
1631212498000,5.5313,5.4740
1631212528000,5.5379,5.4480
1631212558000,5.5446,5.4480
1631212588000,5.5426,5.3930
1631212888000,5.5376,5.4200
1631213158000,5.5395,5.4090
1631213308000,5.5395,5.3810
1631213338000,5.5395,5.4140
1631213398000,5.5409,5.4280
1631213548000,5.5408,5.4020
1631213638000,5.4031,5.3980
1631213668000,5.4177,5.3880
1631213698000,5.4206,5.3970
1631213758000,5.4747,5.3790
1631213788000,5.4747,5.3840
1631213878000,5.4747,5.3770
1631213938000,5.4744,5.3750
1631213968000,5.4744,5.3950
1631214028000,5.4743,5.4270
1631214058000,5.4743,5.4180
1631214118000,5.4743,5.4220
1631214178000,5.4674,5.4140
1631214208000,5.4673,5.4030
1631214268000,5.4624,5.3900
1631214298000,5.4624,5.3910
1631214418000,5.4568,5.3670
1631214448000,5.4568,5.3480
1631214538000,5.4285,5.3420
1631214628000,5.4284,5.3460
1631214848000,5.4043,5.3890
1631214878000,5.4043,5.2760
1631214938000,5.4040,5.3050
1631215208000,5.4042,5.2940
1631215298000,5.4048,5.2510
1631215508000,5.4000,5.2670
1631215538000,5.4000,5.2540
1631215568000,5.3911,5.2610
1631215598000,5.3767,5.2480
1631215628000,5.3719,5.2560
1631215658000,5.3551,5.2380
1631215688000,5.3434,5.2380
1631215718000,5.3357,5.2440
1631215988000,5.3357,5.2360
1631216048000,5.3358,5.2790
1631216138000,5.3358,5.2900
1631216498000,5.3359,5.2910
1631216618000,5.3361,5.3080
1631216888000,5.3361,5.3050
1631217188000,5.3361,5.2200
1631217368000,5.3382,5.2690
1631217518000,5.3382,5.2620
1631218248000,5.3587,5.2700
1631218278000,5.3417,5.2930
1631218308000,5.3417,5.2910
1631218338000,5.3428,5.2890
1631218788000,5.3516,5.2840
1631218908000,5.3604,5.2660
1631219058000,5.3557,5.2050
1631219088000,5.3523,5.2450
1631219178000,5.3415,5.2430
1631219208000,5.3387,5.3020
1631219238000,5.3415,5.2960
1631219298000,5.3415,5.3140
1631219328000,5.3415,5.2740
1631219358000,5.3346,5.3480
1631219478000,5.3657,5.3650
1631219508000,5.3657,5.4150
1631219538000,5.3949,5.3900
1631219568000,5.4395,5.4010
1631219688000,5.4413,5.4450
1631219778000,5.4413,5.3500
1631219808000,5.4425,5.3800
1631219868000,5.4417,5.3620
1631219898000,5.4440,5.3480
1631219928000,5.4452,5.3540
1631219958000,5.4452,5.3350
1631219988000,5.4474,5.3190
1631220048000,5.4474,5.3030
1631220078000,5.4290,5.3480
1631220318000,5.4100,5.3500
1631220348000,5.4292,5.3270
1631220408000,5.4147,5.3310
1631220438000,5.4099,5.3090
1631220468000,5.4099,5.2840
1631220498000,5.4062,5.2880
1631220528000,5.4079,5.2890
1631220558000,5.4088,5.2930
1631220588000,5.4084,5.2650
1631220618000,5.3668,5.2670
1631220648000,5.4086,5.2640
1631221248000,5.3586,5.2760
1631221668000,5.3613,5.2910
1631222088000,5.4093,5.3540
1631222508000,5.4008,5.3420
1631222538000,5.3995,5.3490
1631222598000,5.3995,5.3470
1631222748000,5.3708,5.3450
1631222808000,5.3711,5.3440
1631222998000,5.3706,5.3460
1631223088000,5.3698,5.3770
1631223268000,5.4180,5.3920
1631223328000,5.4168,5.4330
1631223388000,5.4180,5.4450
1631223538000,5.4180,5.4850
1631223658000,5.4447,5.4300
1631223688000,5.4446,5.3950
1631223778000,5.4455,5.3930
1631223868000,5.4445,5.3900
1631224048000,5.4432,5.3840
1631224288000,5.4445,5.4090
1631224538000,5.4445,5.3930
1631224598000,5.4617,5.4280
1631224628000,5.4607,5.4640
1631224688000,5.4605,5.4610
1631224748000,5.4605,5.4570
1631224808000,5.4605,5.4810
1631224928000,5.4564,5.4980
1631224958000,5.4700,5.4510
1631225228000,5.4703,5.4420
1631225328000,5.4954,5.5270
1631225388000,5.4952,5.5860
1631225418000,5.5554,5.6100
1631225478000,5.6179,5.6490
1631225508000,5.6105,5.6680
1631225538000,5.6281,5.6370
1631225568000,5.6288,5.6330
1631225598000,5.6291,5.6490
1631225628000,5.6287,5.6590
1631225658000,5.6289,5.6590
1631225748000,5.6259,5.6680
1631225778000,5.6265,5.6100
1631225878000,5.6271,5.5830
1631226268000,5.6298,5.5870
1631226328000,5.6477,5.6320
1631226418000,5.6474,5.5990
1631226718000,5.6474,5.6380
1631226838000,5.6816,5.5830
1631226868000,5.6816,5.5910
1631226898000,5.6783,5.5950
1631226988000,5.6797,5.6100
1631227048000,5.6745,5.6260
1631227078000,5.6744,5.6350
1631227108000,5.6630,5.6420
1631227348000,5.6648,5.6400
1631227378000,5.6645,5.6110
1631227768000,5.6616,5.6010
1631227828000,5.6936,5.6230
1631227888000,5.6936,5.6440
1631227978000,5.6934,5.6480
1631228008000,5.6913,5.6210
1631228038000,5.6917,5.6020
1631228098000,5.6899,5.5840
1631228278000,5.7174,5.5980
1631228338000,5.7056,5.5970
1631228428000,5.6990,5.5880
1631228608000,5.6893,5.6270
1631228638000,5.6790,5.5460
1631228698000,5.6790,5.5570
1631228788000,5.6531,5.5550
1631228938000,5.6641,5.5330
1631229118000,5.6650,5.5490
1631229598000,5.6639,5.5700
1631229688000,5.6631,5.5270
1631229718000,5.6622,5.5260
1631229748000,5.6626,5.5180
1631230198000,5.6609,5.5200
1631230258000,5.6352,5.5210
1631230288000,5.6096,5.5030
1631230318000,5.6100,5.4880
1631231248000,5.6100,5.4570
1631231398000,5.6100,5.5150
1631231738000,5.6100,5.5010
1631231798000,5.6100,5.5450
1631231918000,5.6100,5.5740
1631231948000,5.5745,5.5640
1631231978000,5.5748,5.5630
1631232038000,5.5748,5.5790
1631232128000,5.5748,5.6010
1631232158000,5.6341,5.7050
1631232188000,5.6915,5.7400
1631232218000,5.6915,5.8030
1631232248000,5.6920,5.7690
1631232278000,5.6953,5.7680
1631232308000,5.6958,5.8360
1631232338000,5.7573,5.8250
1631232368000,5.7573,5.8870
1631232398000,5.7573,5.8250
1631232428000,5.7554,5.7880
1631232458000,5.7520,5.7990
1631232518000,5.7518,5.7800
1631232608000,5.7513,5.7880
1631232638000,5.7852,5.8370
1631232728000,5.7839,5.8810
1631232788000,5.7836,5.8370
1631232938000,5.7833,5.8390
1631233088000,5.8444,5.8500
1631233118000,5.8438,5.9830
1631233178000,5.8384,5.9810
1631233208000,5.9088,6.0180
1631233328000,5.8923,6.0020
1631233418000,5.8864,5.8770
1631233448000,5.8864,5.9500
1631233508000,5.9065,6.0150
1631233568000,5.9065,6.1290
1631233598000,6.1013,6.1380
1631233628000,6.0840,6.1710
1631233658000,6.0994,6.2130
1631233688000,6.1379,6.2390
1631233718000,6.1379,6.2960
1631233778000,6.1321,6.2750
1631233808000,6.1321,6.2880
1631233908000,6.1262,6.1990
1631233938000,6.1155,6.1310
1631233968000,6.1246,6.1440
1631233998000,6.1163,6.1590
1631234028000,6.1164,6.1760
1631234428000,6.1175,6.2600
1631234458000,6.2395,6.3740
1631234488000,6.2722,6.3610
1631234518000,6.2733,6.3430
1631234618000,6.2738,6.3280
1631234648000,6.2745,6.2490
1631234708000,6.2744,6.2420
1631234738000,6.2714,6.2270
1631234828000,6.2695,6.2370
1631234858000,6.2695,6.2010
1631234888000,6.2695,6.2010
1631234918000,6.2706,6.2040
1631234948000,6.2706,6.1780
1631235098000,6.2706,6.1850
1631235188000,6.2706,6.1950
1631235398000,6.2406,6.1700
1631235428000,6.2399,6.1380
1631235518000,6.2242,6.1250
1631235548000,6.1192,6.1710
1631235578000,6.1198,6.1170
1631235698000,6.0909,6.1000
1631235758000,6.0911,6.1490
1631235788000,6.0977,6.1650
1631235818000,6.0979,6.1400
1631235878000,6.0281,6.1530
1631235908000,6.0640,6.1610
1631235998000,6.0643,6.1520
1631236088000,6.0638,6.1640
1631236178000,6.0664,6.1540
1631236238000,6.0664,6.1180
1631236268000,5.9591,6.0650
1631236298000,5.9761,6.0920
